Fecha,Perfil,Tipo de Alimento,Cantidad Consumida (gr),Gasto Diario ($)
2024-04-28,Perro Max,Pedigri,65,6.024310868256618
2024-04-28,Gato Luna,Beneful,499,26.16759899967125
2024-04-28,Perro Coco,Beneful,83,4.326536110058213
2024-04-28,Gato Simba,Brit Care,318,32.72020086206534
2024-04-29,Perro Max,Brit Care,428,64.11157993082684
2024-04-29,Gato Luna,Pedigri,495,29.1328988253741
2024-04-29,Perro Coco,Beneful,294,28.80557100958124
2024-04-29,Gato Simba,Brit Care,426,54.02844743062847
2024-04-30,Perro Max,Pedigri,408,41.71878301868854
2024-04-30,Gato Luna,Pedigri,226,13.79671495676952
2024-04-30,Perro Coco,Beneful,425,33.45765714529848
2024-04-30,Gato Simba,Beneful,495,53.91087245630929
2024-05-01,Perro Max,Pedigri,486,72.30330814117113
2024-05-01,Gato Luna,Pedigri,448,39.61783379275374
2024-05-01,Perro Coco,Brit Care,342,43.99299949301188
2024-05-01,Gato Simba,Brit Care,429,39.36421528117342
2024-05-02,Perro Max,Brit Care,351,38.63802547012115
2024-05-02,Gato Luna,Beneful,382,56.88686355487031
2024-05-02,Perro Coco,Brit Care,101,5.706362735777231
2024-05-02,Gato Simba,Pedigri,112,8.182374993016213
2024-05-03,Perro Max,Brit Care,415,30.322797186286987
2024-05-03,Gato Luna,Beneful,362,26.081600768340348
2024-05-03,Perro Coco,Pedigri,308,40.847135430454145
2024-05-03,Gato Simba,Pedigri,310,35.023115612880744
2024-05-04,Perro Max,Brit Care,226,23.01268428688646
2024-05-04,Gato Luna,Beneful,290,19.542962227365134
2024-05-04,Perro Coco,Beneful,468,58.88556066295147
2024-05-04,Gato Simba,Beneful,194,12.685580582993188
2024-05-05,Perro Max,Brit Care,318,23.01740015135941
2024-05-05,Gato Luna,Brit Care,138,15.082571100815505
2024-05-05,Perro Coco,Beneful,406,24.01436559834885
2024-05-05,Gato Simba,Pedigri,489,37.43784208258773
2024-05-06,Perro Max,Pedigri,186,10.125405941718205
2024-05-06,Gato Luna,Beneful,381,20.399592236746567
2024-05-06,Perro Coco,Brit Care,89,12.74114644603901
2024-05-06,Gato Simba,Brit Care,492,38.44443526041432
2024-05-07,Perro Max,Brit Care,87,6.609857918714837
2024-05-07,Gato Luna,Pedigri,225,22.407204039272344
2024-05-07,Perro Coco,Beneful,86,6.193575536768378
2024-05-07,Gato Simba,Pedigri,333,19.185157621027
2024-05-08,Perro Max,Pedigri,163,16.22088839032778
2024-05-08,Gato Luna,Beneful,398,55.97924603389428
2024-05-08,Perro Coco,Brit Care,105,12.202176106118928
2024-05-08,Gato Simba,Brit Care,286,35.28982368207587
2024-05-09,Perro Max,Brit Care,385,44.60039563434938
2024-05-09,Gato Luna,Pedigri,108,14.766777370365864
2024-05-09,Perro Coco,Pedigri,318,42.51702384196477
2024-05-09,Gato Simba,Pedigri,230,27.143237750486907
2024-05-10,Perro Max,Brit Care,204,25.55541944697588
2024-05-10,Gato Luna,Brit Care,182,25.131847817420496
2024-05-10,Perro Coco,Beneful,298,15.771569034429863
2024-05-10,Gato Simba,Brit Care,475,29.87131870498865
2024-05-11,Perro Max,Brit Care,486,60.43450125577214
2024-05-11,Gato Luna,Brit Care,131,17.265368015959716
2024-05-11,Perro Coco,Beneful,126,12.694093445386535
2024-05-11,Gato Simba,Brit Care,499,39.27320284542815
2024-05-12,Perro Max,Beneful,204,30.216198031759433
2024-05-12,Gato Luna,Pedigri,409,31.07596646552414
2024-05-12,Perro Coco,Pedigri,212,13.323112823575658
2024-05-12,Gato Simba,Brit Care,463,24.003203377579467
2024-05-13,Perro Max,Pedigri,273,36.58531702483528
2024-05-13,Gato Luna,Brit Care,271,33.975238402769065
2024-05-13,Perro Coco,Beneful,245,16.506960145035386
2024-05-13,Gato Simba,Beneful,373,29.875941047116246
2024-05-14,Perro Max,Pedigri,61,3.4608386689595076
2024-05-14,Gato Luna,Beneful,423,35.78085330911007
2024-05-14,Perro Coco,Beneful,169,9.223040371431468
2024-05-14,Gato Simba,Beneful,319,47.00429811675895
2024-05-15,Perro Max,Pedigri,253,31.616191343095995
2024-05-15,Gato Luna,Brit Care,485,61.02576500255759
2024-05-15,Perro Coco,Brit Care,78,4.072563701926179
2024-05-15,Gato Simba,Beneful,416,41.1275567208341
2024-05-16,Perro Max,Brit Care,107,5.361015434348277
2024-05-16,Gato Luna,Beneful,479,46.39303806321519
2024-05-16,Perro Coco,Pedigri,148,14.080527960079197
2024-05-16,Gato Simba,Brit Care,320,41.43390555999774
2024-05-17,Perro Max,Pedigri,124,8.937543198580629
2024-05-17,Gato Luna,Beneful,224,26.44318436647357
2024-05-17,Perro Coco,Beneful,76,10.397212851245424
2024-05-17,Gato Simba,Beneful,285,15.142115941804214
2024-05-18,Perro Max,Pedigri,70,9.866671576634728
2024-05-18,Gato Luna,Pedigri,492,72.05440723569426
2024-05-18,Perro Coco,Brit Care,490,46.172639356664604
2024-05-18,Gato Simba,Brit Care,306,25.114727857406702
2024-05-19,Perro Max,Beneful,64,7.973356876998172
2024-05-19,Gato Luna,Brit Care,369,50.483731817800596
2024-05-19,Perro Coco,Beneful,320,31.089038723280407
2024-05-19,Gato Simba,Brit Care,121,7.9768734331791
2024-05-20,Perro Max,Pedigri,194,11.46859111388012
2024-05-20,Gato Luna,Brit Care,76,10.220352533688345
2024-05-20,Perro Coco,Brit Care,436,56.5403852948716
2024-05-20,Gato Simba,Pedigri,73,10.372189289054512
2024-05-21,Perro Max,Brit Care,453,58.73313928122079
2024-05-21,Gato Luna,Pedigri,271,16.72905192088089
2024-05-21,Perro Coco,Pedigri,431,51.09786387956866
2024-05-21,Gato Simba,Pedigri,215,15.599113062540313
2024-05-22,Perro Max,Brit Care,263,28.455847870348688
2024-05-22,Gato Luna,Pedigri,435,56.443820877717684
2024-05-22,Perro Coco,Brit Care,113,10.793987684624353
2024-05-22,Gato Simba,Pedigri,323,38.12874903140621
2024-05-23,Perro Max,Beneful,415,61.200043852633634
2024-05-23,Gato Luna,Beneful,81,9.371569246272394
2024-05-23,Perro Coco,Pedigri,338,49.09952396570864
2024-05-23,Gato Simba,Pedigri,441,53.990982088374764
2024-05-24,Perro Max,Brit Care,137,8.849132414281492
2024-05-24,Gato Luna,Pedigri,95,6.103707657564375
2024-05-24,Perro Coco,Beneful,135,9.589719328904726
2024-05-24,Gato Simba,Pedigri,251,32.02269886840319
2024-05-25,Perro Max,Beneful,402,40.9120080640654
2024-05-25,Gato Luna,Pedigri,282,23.987679460098896
2024-05-25,Perro Coco,Pedigri,126,7.290089064153261
2024-05-25,Gato Simba,Beneful,152,9.617279461454517
2024-05-26,Perro Max,Brit Care,139,16.533563071007993
2024-05-26,Gato Luna,Beneful,192,13.442884689500355
2024-05-26,Perro Coco,Brit Care,477,28.837885983950894
2024-05-26,Gato Simba,Brit Care,366,44.15701158942058
2024-05-27,Perro Max,Beneful,58,8.330031028213401
2024-05-27,Gato Luna,Brit Care,272,28.323260320189114
2024-05-27,Perro Coco,Beneful,253,34.68551883077596
2024-05-27,Gato Simba,Beneful,397,51.67860489787074
2024-05-28,Perro Max,Beneful,160,21.037201819944194
2024-05-28,Gato Luna,Brit Care,133,14.004919319473046
2024-05-28,Perro Coco,Beneful,363,46.60312168910469
2024-05-28,Gato Simba,Brit Care,52,2.8119213516808585
2024-05-29,Perro Max,Beneful,63,3.6642688867927142
2024-05-29,Gato Luna,Beneful,61,4.557329727461894
2024-05-29,Perro Coco,Pedigri,74,10.151198392782293
2024-05-29,Gato Simba,Beneful,196,28.926959014054972
2024-05-30,Perro Max,Pedigri,441,60.49782555271464
2024-05-30,Gato Luna,Pedigri,232,12.612950458810781
2024-05-30,Perro Coco,Beneful,451,52.01216216760359
2024-05-30,Gato Simba,Pedigri,401,41.803393292346634
2024-05-31,Perro Max,Brit Care,180,10.467476811943682
2024-05-31,Gato Luna,Brit Care,84,6.052713449347515
2024-05-31,Perro Coco,Beneful,496,34.89748270497524
2024-05-31,Gato Simba,Brit Care,381,25.68676612363146
2024-06-01,Perro Max,Pedigri,208,19.05087321585637
2024-06-01,Gato Luna,Pedigri,53,6.547356582928489
2024-06-01,Perro Coco,Beneful,69,6.933429685061823
2024-06-01,Gato Simba,Beneful,226,22.916306612477182
2024-06-02,Perro Max,Pedigri,469,24.828599505980193
2024-06-02,Gato Luna,Beneful,277,38.043823694862
2024-06-02,Perro Coco,Beneful,469,43.228711470365056
2024-06-02,Gato Simba,Beneful,292,31.89662959492618
2024-06-03,Perro Max,Beneful,174,12.365522088698599
2024-06-03,Gato Luna,Pedigri,67,7.581453474619887
2024-06-03,Perro Coco,Brit Care,274,17.304954572486917
2024-06-03,Gato Simba,Beneful,136,15.402551251877764
2024-06-04,Perro Max,Beneful,383,38.78316235938234
2024-06-04,Gato Luna,Pedigri,374,21.285566203379567
2024-06-04,Perro Coco,Pedigri,367,21.924337506715364
2024-06-04,Gato Simba,Pedigri,160,17.486694397308508
2024-06-05,Perro Max,Brit Care,133,14.536246324084534
2024-06-05,Gato Luna,Beneful,194,17.286981811044157
2024-06-05,Perro Coco,Pedigri,77,5.8376274317986825
2024-06-05,Gato Simba,Pedigri,310,25.58089199096554
2024-06-06,Perro Max,Pedigri,456,43.49280308709395
2024-06-06,Gato Luna,Brit Care,59,3.383630809247075
2024-06-06,Perro Coco,Beneful,129,13.155083936372627
2024-06-06,Gato Simba,Beneful,381,50.630456240127415
2024-06-07,Perro Max,Pedigri,182,13.626599761094864
2024-06-07,Gato Luna,Brit Care,50,3.762638910377096
2024-06-07,Perro Coco,Beneful,333,17.871158516886982
2024-06-07,Gato Simba,Pedigri,224,26.069221418728432
2024-06-08,Perro Max,Pedigri,354,47.58363389350957
2024-06-08,Gato Luna,Brit Care,256,27.08839038960289
2024-06-08,Perro Coco,Brit Care,494,26.388875637394417
2024-06-08,Gato Simba,Beneful,179,11.151177472680319
2024-06-09,Perro Max,Pedigri,69,3.8067081769665365
2024-06-09,Gato Luna,Pedigri,168,12.174979773141024
2024-06-09,Perro Coco,Pedigri,294,17.303534176163296
2024-06-09,Gato Simba,Pedigri,228,12.34786118634894
2024-06-10,Perro Max,Beneful,325,48.315478996162526
2024-06-10,Gato Luna,Brit Care,348,18.004816698454693
2024-06-10,Perro Coco,Pedigri,355,52.2949700564973
2024-06-10,Gato Simba,Brit Care,272,20.514908573211816
2024-06-11,Perro Max,Brit Care,227,19.12823418034478
2024-06-11,Gato Luna,Beneful,389,24.341344809278638
2024-06-11,Perro Coco,Beneful,350,22.523982671378754
2024-06-11,Gato Simba,Beneful,283,34.89103938905997
2024-06-12,Perro Max,Beneful,390,23.16212791578732
2024-06-12,Gato Luna,Pedigri,401,29.455907862726626
2024-06-12,Perro Coco,Brit Care,135,10.19663808383383
2024-06-12,Gato Simba,Pedigri,360,53.23072634641909
2024-06-13,Perro Max,Brit Care,463,46.169191573590176
2024-06-13,Gato Luna,Pedigri,75,10.266787383590387
2024-06-13,Perro Coco,Pedigri,125,7.663872738457163
2024-06-13,Gato Simba,Pedigri,351,49.795590674472
2024-06-14,Perro Max,Pedigri,196,28.241156984226073
2024-06-14,Gato Luna,Beneful,102,11.903109473307254
2024-06-14,Perro Coco,Pedigri,139,11.79517397466339
2024-06-14,Gato Simba,Beneful,241,13.2119101365394
2024-06-15,Perro Max,Pedigri,210,19.045067175180282
2024-06-15,Gato Luna,Pedigri,122,7.2038766825020195
2024-06-15,Perro Coco,Brit Care,373,42.914084462630996
2024-06-15,Gato Simba,Beneful,181,21.13344027870088
2024-06-16,Perro Max,Beneful,131,18.050374183441388
2024-06-16,Gato Luna,Brit Care,388,53.11334427097416
2024-06-16,Perro Coco,Pedigri,393,31.316962490219037
2024-06-16,Gato Simba,Brit Care,138,11.43166094481412
2024-06-17,Perro Max,Pedigri,125,13.87289756873368
2024-06-17,Gato Luna,Brit Care,454,39.97105457216902
2024-06-17,Perro Coco,Pedigri,466,34.36955649874366
2024-06-17,Gato Simba,Pedigri,340,24.727167326947153
2024-06-18,Perro Max,Beneful,316,34.86897555085154
2024-06-18,Gato Luna,Beneful,379,47.72915002827663
2024-06-18,Perro Coco,Pedigri,52,5.420291057894639
2024-06-18,Gato Simba,Beneful,461,24.232099233676685
2024-06-19,Perro Max,Beneful,202,17.77995149947431
2024-06-19,Gato Luna,Beneful,353,38.13008463372483
2024-06-19,Perro Coco,Brit Care,92,11.63692600618758
2024-06-19,Gato Simba,Beneful,351,42.75611997554995
2024-06-20,Perro Max,Brit Care,476,24.667870935394816
2024-06-20,Gato Luna,Brit Care,156,7.917980849659018
2024-06-20,Perro Coco,Brit Care,166,23.20730711256978
2024-06-20,Gato Simba,Pedigri,341,48.66187797755406
2024-06-21,Perro Max,Brit Care,373,53.50446379984568
2024-06-21,Gato Luna,Beneful,324,19.486034841754616
2024-06-21,Perro Coco,Pedigri,422,33.12163646279314
2024-06-21,Gato Simba,Brit Care,206,26.842333495352865
2024-06-22,Perro Max,Brit Care,185,15.009192434386067
2024-06-22,Gato Luna,Beneful,195,17.548151532681047
2024-06-22,Perro Coco,Pedigri,181,23.949449682281447
2024-06-22,Gato Simba,Beneful,312,36.85087704370746
2024-06-23,Perro Max,Beneful,88,9.02143777627013
2024-06-23,Gato Luna,Brit Care,496,30.101095385499296
2024-06-23,Perro Coco,Beneful,494,37.37420151484737
2024-06-23,Gato Simba,Beneful,312,41.05135767733356
2024-06-24,Perro Max,Pedigri,411,25.16570855530111
2024-06-24,Gato Luna,Pedigri,424,48.25057272563582
2024-06-24,Perro Coco,Pedigri,263,28.76006436793877
2024-06-24,Gato Simba,Beneful,58,6.650314297852589
2024-06-25,Perro Max,Beneful,170,22.777642148734245
2024-06-25,Gato Luna,Pedigri,203,15.339593455528227
2024-06-25,Perro Coco,Beneful,201,26.584547802124938
2024-06-25,Gato Simba,Brit Care,251,32.86920239178789
2024-06-26,Perro Max,Brit Care,213,13.8386945174832
2024-06-26,Gato Luna,Brit Care,291,19.001828604111175
2024-06-26,Perro Coco,Pedigri,157,21.39591411742869
2024-06-26,Gato Simba,Brit Care,198,11.795148199299204
2024-06-27,Perro Max,Pedigri,192,14.020726433815103
2024-06-27,Gato Luna,Brit Care,209,23.783380580303774
2024-06-27,Perro Coco,Pedigri,127,14.376596672459314
2024-06-27,Gato Simba,Pedigri,303,19.445764123871186
2024-06-28,Perro Max,Brit Care,312,37.28851008628492
2024-06-28,Gato Luna,Brit Care,91,8.446616495823093
2024-06-28,Perro Coco,Brit Care,474,56.52147357277512
2024-06-28,Gato Simba,Brit Care,329,20.674172123040723
2024-06-29,Perro Max,Brit Care,117,14.324764160406271
2024-06-29,Gato Luna,Beneful,337,26.089214463065456
2024-06-29,Perro Coco,Beneful,85,4.97809512156966
2024-06-29,Gato Simba,Pedigri,213,14.736774016509225
2024-06-30,Perro Max,Pedigri,428,36.104388320400126
2024-06-30,Gato Luna,Brit Care,245,23.089043443776404
2024-06-30,Perro Coco,Beneful,493,64.10757583564244
2024-06-30,Gato Simba,Brit Care,209,21.73624901523427
2024-07-01,Perro Max,Beneful,249,28.656846489275136
2024-07-01,Gato Luna,Beneful,349,28.769247983726608
2024-07-01,Perro Coco,Brit Care,391,45.72693994824923
2024-07-01,Gato Simba,Brit Care,221,25.676646095671266
2024-07-02,Perro Max,Pedigri,340,41.842117348134366
2024-07-02,Gato Luna,Beneful,165,9.242348652912957
2024-07-02,Perro Coco,Beneful,85,12.42415875561591
2024-07-02,Gato Simba,Pedigri,336,42.162550750012485
2024-07-03,Perro Max,Brit Care,257,23.37358082223374
2024-07-03,Gato Luna,Beneful,170,22.470709546318474
2024-07-03,Perro Coco,Pedigri,449,52.30453642947609
2024-07-03,Gato Simba,Brit Care,193,17.03275720870936
2024-07-04,Perro Max,Brit Care,397,58.52433575653222
2024-07-04,Gato Luna,Beneful,54,6.680773215039112
2024-07-04,Perro Coco,Pedigri,170,19.916493541421634
2024-07-04,Gato Simba,Beneful,455,26.805161661278756
2024-07-05,Perro Max,Brit Care,337,21.153944398507413
2024-07-05,Gato Luna,Beneful,275,15.485498409676632
2024-07-05,Perro Coco,Pedigri,200,15.262251398216858
2024-07-05,Gato Simba,Beneful,410,24.093352617317382
2024-07-06,Perro Max,Brit Care,298,31.40330677322881
2024-07-06,Gato Luna,Brit Care,372,33.36771243516334
2024-07-06,Perro Coco,Brit Care,203,22.34206496722053
2024-07-06,Gato Simba,Brit Care,311,44.14309036696837
2024-07-07,Perro Max,Brit Care,192,28.649433884607603
2024-07-07,Gato Luna,Pedigri,293,20.75935807066994
2024-07-07,Perro Coco,Brit Care,98,6.0403906992776655
2024-07-07,Gato Simba,Beneful,478,42.093793428180525
2024-07-08,Perro Max,Beneful,207,25.283436793704745
2024-07-08,Gato Luna,Brit Care,385,27.41132589973618
2024-07-08,Perro Coco,Beneful,122,10.034841329726266
2024-07-08,Gato Simba,Brit Care,115,7.518598221182358
2024-07-09,Perro Max,Brit Care,255,37.628060121927824
2024-07-09,Gato Luna,Beneful,74,7.956208793675024
2024-07-09,Perro Coco,Pedigri,359,29.21282411386805
2024-07-09,Gato Simba,Brit Care,319,20.3904169852992
2024-07-10,Perro Max,Beneful,287,19.367868602373843
2024-07-10,Gato Luna,Brit Care,474,62.814516375497924
2024-07-10,Perro Coco,Pedigri,166,10.321247724679562
2024-07-10,Gato Simba,Pedigri,74,5.420880051903812
2024-07-11,Perro Max,Pedigri,493,62.94247498225445
2024-07-11,Gato Luna,Pedigri,80,8.049134902721953
2024-07-11,Perro Coco,Beneful,365,49.32787527062118
2024-07-11,Gato Simba,Pedigri,92,10.300209185060032
2024-07-12,Perro Max,Brit Care,336,18.861347470918453
2024-07-12,Gato Luna,Brit Care,467,44.82267979002725
2024-07-12,Perro Coco,Beneful,431,64.42873827001696
2024-07-12,Gato Simba,Pedigri,464,55.44963461903687
2024-07-13,Perro Max,Pedigri,132,8.852774812859979
2024-07-13,Gato Luna,Pedigri,378,48.48591034012883
2024-07-13,Perro Coco,Beneful,420,28.466188289752427
2024-07-13,Gato Simba,Pedigri,309,35.01555944381604
2024-07-14,Perro Max,Pedigri,150,16.728291573465164
2024-07-14,Gato Luna,Pedigri,357,41.259335110451126
2024-07-14,Perro Coco,Beneful,280,34.280889150946514
2024-07-14,Gato Simba,Pedigri,165,14.929174079905797
2024-07-15,Perro Max,Pedigri,56,5.742825883024384
2024-07-15,Gato Luna,Beneful,63,4.264389014406282
2024-07-15,Perro Coco,Pedigri,135,19.76160071901174
2024-07-15,Gato Simba,Brit Care,435,27.570462528157762
2024-07-16,Perro Max,Pedigri,295,38.06496320787437
2024-07-16,Gato Luna,Pedigri,187,22.084229269355173
2024-07-16,Perro Coco,Brit Care,438,31.325841994355002
2024-07-16,Gato Simba,Pedigri,291,32.86259525491242
2024-07-17,Perro Max,Pedigri,387,21.850665509966134
2024-07-17,Gato Luna,Pedigri,237,27.16233592606144
2024-07-17,Perro Coco,Pedigri,357,27.34688822479209
2024-07-17,Gato Simba,Pedigri,331,20.76031214495458
2024-07-18,Perro Max,Beneful,101,7.50912748088916
2024-07-18,Gato Luna,Beneful,281,36.830274576414084
2024-07-18,Perro Coco,Pedigri,485,65.93891373487688
2024-07-18,Gato Simba,Beneful,70,10.193555334542637
2024-07-19,Perro Max,Pedigri,154,9.273102756726088
2024-07-19,Gato Luna,Pedigri,474,56.3175850685021
2024-07-19,Perro Coco,Pedigri,146,19.576725059618468
2024-07-19,Gato Simba,Beneful,493,63.16170189269512
2024-07-20,Perro Max,Brit Care,296,34.316876097291164
2024-07-20,Gato Luna,Brit Care,263,29.89441264099755
2024-07-20,Perro Coco,Brit Care,450,25.49934182523105
2024-07-20,Gato Simba,Pedigri,118,14.601718470913529
2024-07-21,Perro Max,Pedigri,136,16.051097797233606
2024-07-21,Gato Luna,Pedigri,249,14.561321199540501
2024-07-21,Perro Coco,Brit Care,434,24.828460182342425
2024-07-21,Gato Simba,Brit Care,201,10.764974427414522
2024-07-22,Perro Max,Pedigri,281,23.976364578908
2024-07-22,Gato Luna,Beneful,277,23.536779463960034
2024-07-22,Perro Coco,Brit Care,260,30.195635887830772
2024-07-22,Gato Simba,Brit Care,491,29.38122640092781
2024-07-23,Perro Max,Beneful,401,22.805384583982537
2024-07-23,Gato Luna,Beneful,87,5.068773672095638
2024-07-23,Perro Coco,Pedigri,272,34.88358994813912
2024-07-23,Gato Simba,Pedigri,378,33.337318378879466
2024-07-24,Perro Max,Beneful,98,7.403052149915151
2024-07-24,Gato Luna,Beneful,154,17.61612550453341
2024-07-24,Perro Coco,Beneful,168,9.104780553651489
2024-07-24,Gato Simba,Beneful,315,40.9094970371191
2024-07-25,Perro Max,Brit Care,307,33.82776480183509
2024-07-25,Gato Luna,Pedigri,209,26.08472945007722
2024-07-25,Perro Coco,Beneful,60,3.262413755279817
2024-07-25,Gato Simba,Pedigri,473,51.96054352987049
2024-07-26,Perro Max,Pedigri,202,17.695056376814488
2024-07-26,Gato Luna,Beneful,173,15.373693416296353
2024-07-26,Perro Coco,Beneful,327,25.30297575571128
2024-07-26,Gato Simba,Pedigri,221,15.414097825904616
2024-07-27,Perro Max,Beneful,162,18.562135165014336
2024-07-27,Gato Luna,Brit Care,171,22.502692656363358
2024-07-27,Perro Coco,Brit Care,88,11.849326180474446
2024-07-27,Gato Simba,Pedigri,480,36.10756896832136
2024-07-28,Perro Max,Pedigri,198,29.272266120251796
2024-07-28,Gato Luna,Beneful,409,43.26456092340276
2024-07-28,Perro Coco,Brit Care,285,15.784958899443746
2024-07-28,Gato Simba,Beneful,199,29.54492781653771
2024-07-29,Perro Max,Beneful,397,21.563997311141364
2024-07-29,Gato Luna,Beneful,307,19.39407334505505
2024-07-29,Perro Coco,Brit Care,485,63.91258849806184
2024-07-29,Gato Simba,Brit Care,456,61.13605807731071
2024-07-30,Perro Max,Pedigri,327,34.08115661958344
2024-07-30,Gato Luna,Pedigri,402,40.53609398603445
2024-07-30,Perro Coco,Brit Care,167,17.785867280745567
2024-07-30,Gato Simba,Pedigri,79,10.84925103530038
2024-07-31,Perro Max,Brit Care,330,41.617010722424205
2024-07-31,Gato Luna,Brit Care,185,17.788813276766113
2024-07-31,Perro Coco,Pedigri,413,50.6528688341671
2024-07-31,Gato Simba,Pedigri,437,26.184082951961337
2024-08-01,Perro Max,Beneful,403,28.372636075544623
2024-08-01,Gato Luna,Beneful,454,55.98143683974724
2024-08-01,Perro Coco,Brit Care,268,18.43906288769315
2024-08-01,Gato Simba,Pedigri,161,20.669047730214896
2024-08-02,Perro Max,Beneful,283,35.68603850879506
2024-08-02,Gato Luna,Beneful,61,7.598976074660516
2024-08-02,Perro Coco,Beneful,170,24.78724916202946
2024-08-02,Gato Simba,Pedigri,69,5.705828152732746
2024-08-03,Perro Max,Brit Care,272,21.912434661333844
2024-08-03,Gato Luna,Brit Care,150,9.370710853670857
2024-08-03,Perro Coco,Brit Care,430,49.16470273620673
2024-08-03,Gato Simba,Beneful,73,5.235626413145837
2024-08-04,Perro Max,Beneful,342,39.77603655391683
2024-08-04,Gato Luna,Beneful,408,20.53130515505457
2024-08-04,Perro Coco,Beneful,479,40.97811520014102
2024-08-04,Gato Simba,Pedigri,478,28.344952583545716
2024-08-05,Perro Max,Brit Care,120,11.771674678633484
2024-08-05,Gato Luna,Beneful,52,2.9372386913114354
2024-08-05,Perro Coco,Beneful,104,12.510611786178238
2024-08-05,Gato Simba,Beneful,73,8.588215941752443
2024-08-06,Perro Max,Beneful,452,34.79589654979529
2024-08-06,Gato Luna,Brit Care,354,40.231769047140055
2024-08-06,Perro Coco,Brit Care,455,54.39141199892642
2024-08-06,Gato Simba,Beneful,363,43.83881793109524
2024-08-07,Perro Max,Brit Care,405,41.19939678588518
2024-08-07,Gato Luna,Pedigri,277,17.239836177907428
2024-08-07,Perro Coco,Pedigri,232,17.071896300133538
2024-08-07,Gato Simba,Brit Care,165,9.281946743806579
2024-08-08,Perro Max,Brit Care,352,52.74183240103182
2024-08-08,Gato Luna,Beneful,350,23.5718025993085
2024-08-08,Perro Coco,Beneful,309,30.78154126909848
2024-08-08,Gato Simba,Brit Care,448,40.76373905839372
2024-08-09,Perro Max,Beneful,173,15.290310068441661
2024-08-09,Gato Luna,Pedigri,139,15.119994115984555
2024-08-09,Perro Coco,Pedigri,110,16.276113865372714
2024-08-09,Gato Simba,Brit Care,156,8.177391516705143
2024-08-10,Perro Max,Beneful,167,12.910282526545968
2024-08-10,Gato Luna,Pedigri,414,53.09889230984538
2024-08-10,Perro Coco,Brit Care,475,64.25458094409629
2024-08-10,Gato Simba,Beneful,118,15.834816088143342
2024-08-11,Perro Max,Pedigri,98,9.164767912702496
2024-08-11,Gato Luna,Pedigri,405,25.65593888284572
2024-08-11,Perro Coco,Beneful,280,39.30957324729049
2024-08-11,Gato Simba,Brit Care,178,22.78779252905582
2024-08-12,Perro Max,Beneful,346,22.798222601359633
2024-08-12,Gato Luna,Pedigri,80,11.380984464702317
2024-08-12,Perro Coco,Pedigri,85,4.363922324673408
2024-08-12,Gato Simba,Beneful,463,24.83011692700515
2024-08-13,Perro Max,Brit Care,212,16.442981579993642
2024-08-13,Gato Luna,Beneful,169,24.92470563200079
2024-08-13,Perro Coco,Beneful,155,20.84423626243333
2024-08-13,Gato Simba,Beneful,93,6.104350780952066
2024-08-14,Perro Max,Brit Care,133,14.892002554652228
2024-08-14,Gato Luna,Brit Care,490,41.45010192758302
2024-08-14,Perro Coco,Beneful,466,59.268570040063544
2024-08-14,Gato Simba,Beneful,176,12.967403843880383
2024-08-15,Perro Max,Brit Care,197,12.371367708111652
2024-08-15,Gato Luna,Brit Care,454,25.07250771958548
2024-08-15,Perro Coco,Beneful,362,36.00021695288237
2024-08-15,Gato Simba,Pedigri,131,8.449042448175602
2024-08-16,Perro Max,Brit Care,267,18.454791729109868
2024-08-16,Gato Luna,Pedigri,452,36.553183200468425
2024-08-16,Perro Coco,Pedigri,433,63.536522498232316
2024-08-16,Gato Simba,Pedigri,474,24.7444665981017
2024-08-17,Perro Max,Pedigri,245,22.490753379826867
2024-08-17,Gato Luna,Pedigri,376,44.509154369696795
2024-08-17,Perro Coco,Pedigri,130,19.24671868601438
2024-08-17,Gato Simba,Pedigri,403,36.43030841595989
2024-08-18,Perro Max,Brit Care,218,28.15905974828306
2024-08-18,Gato Luna,Pedigri,66,7.345141061688865
2024-08-18,Perro Coco,Beneful,247,33.26889258378743
2024-08-18,Gato Simba,Beneful,390,24.997425473349
2024-08-19,Perro Max,Beneful,161,11.529056296283452
2024-08-19,Gato Luna,Beneful,147,20.021207553542805
2024-08-19,Perro Coco,Brit Care,174,21.73753660090651
2024-08-19,Gato Simba,Brit Care,473,28.944569348118385
2024-08-20,Perro Max,Brit Care,187,27.63975599610498
2024-08-20,Gato Luna,Brit Care,368,36.699018235580525
2024-08-20,Perro Coco,Brit Care,326,21.669427121892845
2024-08-20,Gato Simba,Brit Care,117,14.703992616557029
2024-08-21,Perro Max,Beneful,192,13.53372046369368
2024-08-21,Gato Luna,Pedigri,128,17.658647743379575
2024-08-21,Perro Coco,Beneful,460,66.54534589318193
2024-08-21,Gato Simba,Beneful,333,42.35801546112268
2024-08-22,Perro Max,Brit Care,115,6.499852799495659
2024-08-22,Gato Luna,Beneful,436,61.442000975564014
2024-08-22,Perro Coco,Pedigri,91,9.08009382311204
2024-08-22,Gato Simba,Beneful,216,24.98645026204475
2024-08-23,Perro Max,Pedigri,428,37.68197632132367
2024-08-23,Gato Luna,Brit Care,246,36.02612568595996
2024-08-23,Perro Coco,Beneful,57,4.48668636108208
2024-08-23,Gato Simba,Pedigri,213,16.538208009426338
2024-08-24,Perro Max,Brit Care,442,39.6018948916805
2024-08-24,Gato Luna,Beneful,153,15.608915005748782
